Year,Season,Date,Time,At,Opponent,Location,Score
1985,1985-86 Men's Basketball,12/04/1985,TBD,Home,Detroit,Williams Arena,W 83-71
1985,1985-86 Men's Basketball,12/07/1985,TBD,Home,Arkansas,Williams Arena,W 71-64
1985,1985-86 Men's Basketball,12/14/1985,TBD,Home,Colorado State,Williams Arena,W 62-59
1985,1985-86 Men's Basketball,12/21/1985,TBD,Home,Connecticut,Williams Arena,L 69-70
1985,1985-86 Men's Basketball,12/23/1985,TBD,Home,Oklahoma State,Williams Arena,W 71-59
1985,1985-86 Men's Basketball,12/28/1985,TBD,Home,Alcorn State,Williams Arena,W 110-72
1986,1985-86 Men's Basketball,01/16/1986,TBD,Home,Michigan,Williams Arena,W 73-63
1986,1985-86 Men's Basketball,01/18/1986,TBD,Home,Michigan State,Williams Arena,W 76-71
1986,1985-86 Men's Basketball,01/30/1986,TBD,Home,Ohio State,Williams Arena,W 70-65
1986,1985-86 Men's Basketball,02/01/1986,TBD,Home,Indiana,Williams Arena,L 54-62
1986,1985-86 Men's Basketball,02/09/1986,TBD,Home,Iowa,Williams Arena,W 65-60
1986,1985-86 Men's Basketball,02/20/1986,TBD,Home,Northwestern,Williams Arena,L 60-65
1986,1985-86 Men's Basketball,02/22/1986,TBD,Home,Wisconsin,Williams Arena,L 64-70
1986,1985-86 Men's Basketball,03/06/1986,TBD,Home,Purdue,Williams Arena,L 63-64
1986,1985-86 Men's Basketball,03/08/1986,TBD,Home,Illinois,Williams Arena,L 64-73
1984,1984-85 Men's Basketball,11/24/1984,TBD,Home,Wisconsin-Green Bay,Williams Arena,W 75-71
1984,1984-85 Men's Basketball,11/28/1984,TBD,Home,Connecticut,Williams Arena,W 61-60
1984,1984-85 Men's Basketball,12/01/1984,TBD,Home,Montana State,Williams Arena,W 85-71
1984,1984-85 Men's Basketball,12/08/1984,TBD,Home,Princeton,Williams Arena,W 46-44
1984,1984-85 Men's Basketball,12/22/1984,TBD,Home,Detroit,Williams Arena,L 67-77
1984,1984-85 Men's Basketball,12/26/1984,TBD,Home,Marquette,Williams Arena,W 70-62
1985,1984-85 Men's Basketball,01/03/1985,TBD,Home,Illinois,Williams Arena,W 60-58
1985,1984-85 Men's Basketball,01/05/1985,TBD,Home,Purdue,Williams Arena,L 65-74
1985,1984-85 Men's Basketball,01/12/1985,TBD,Home,Iowa,Williams Arena,W 65-57
1985,1984-85 Men's Basketball,01/24/1985,TBD,Home,Wisconsin,Williams Arena,W 72-62
1985,1984-85 Men's Basketball,01/26/1985,TBD,Home,Northwestern,Williams Arena,L 51-56
1985,1984-85 Men's Basketball,02/13/1985,TBD,Home,Michigan State,Williams Arena,W 73-64
1985,1984-85 Men's Basketball,02/16/1985,TBD,Home,Michigan,Williams Arena,L 64-66
1985,1984-85 Men's Basketball,02/28/1985,TBD,Home,Indiana,Williams Arena,L 68-79
1985,1984-85 Men's Basketball,03/02/1985,TBD,Home,Ohio State,Williams Arena,L 77-78
1983,1983-84 Men's Basketball,11/26/1983,TBD,Home,South Dakota State,Williams Arena,W 93-77
1983,1983-84 Men's Basketball,11/28/1983,TBD,Home,Indiana State,Williams Arena,W 96-70
1983,1983-84 Men's Basketball,12/05/1983,TBD,Home,Oregon,Williams Arena,W 65-49
1983,1983-84 Men's Basketball,12/19/1983,TBD,Home,Jacksonville,Williams Arena,W 52-50
1983,1983-84 Men's Basketball,12/22/1983,TBD,Home,North Dakota,Williams Arena,W 78-73
1984,1983-84 Men's Basketball,01/02/1984,TBD,Home,Iowa State,Williams Arena,W 66-64
1984,1983-84 Men's Basketball,01/12/1984,TBD,Home,Michigan,Williams Arena,L 62-66
1984,1983-84 Men's Basketball,01/14/1984,TBD,Home,Michigan State,Williams Arena,W 69-61
1984,1983-84 Men's Basketball,01/25/1984,TBD,Home,Wisconsin,Williams Arena,W 75-62
1984,1983-84 Men's Basketball,02/02/1984,TBD,Home,Indiana,Williams Arena,L 54-67
1984,1983-84 Men's Basketball,02/04/1984,TBD,Home,Ohio State,Williams Arena,W 83-61
1984,1983-84 Men's Basketball,02/23/1984,TBD,Home,Northwestern,Williams Arena,W 63-57
1984,1983-84 Men's Basketball,02/25/1984,TBD,Home,Iowa,Williams Arena,L 50-62
1984,1983-84 Men's Basketball,03/08/1984,TBD,Home,Illinois,Williams Arena,L 41-53
1984,1983-84 Men's Basketball,03/10/1984,TBD,Home,Purdue,Williams Arena,L 62-63
1982,1982-83 Men's Basketball,11/27/1982,TBD,Home,NDSU,Williams Arena,W 83-61
1982,1982-83 Men's Basketball,12/05/1982,TBD,Home,U.S. International,Williams Arena,W 87-72
1982,1982-83 Men's Basketball,12/20/1982,TBD,Home,Marquette,Williams Arena,W 100-66
1982,1982-83 Men's Basketball,12/29/1982,TBD,Home,Indiana State,Williams Arena,W 120-82
1983,1982-83 Men's Basketball,01/03/1983,TBD,Home,Montana State,Williams Arena,W 62-45
1983,1982-83 Men's Basketball,01/06/1983,TBD,Home,Illinois,Williams Arena,W 75-49
1983,1982-83 Men's Basketball,01/08/1983,TBD,Home,Purdue,Williams Arena,W 54-48
1983,1982-83 Men's Basketball,01/20/1983,TBD,Home,Iowa,Williams Arena,L 52-68
1983,1982-83 Men's Basketball,01/22/1983,TBD,Home,Northwestern,Williams Arena,W 68-53
1983,1982-83 Men's Basketball,02/10/1983,TBD,Home,Indiana,Williams Arena,L 59-63
1983,1982-83 Men's Basketball,02/12/1983,TBD,Home,Ohio State,Williams Arena,L 69-74
1983,1982-83 Men's Basketball,02/16/1983,TBD,Home,Cincinnati,Williams Arena,W 49-46
1983,1982-83 Men's Basketball,02/19/1983,TBD,Home,Wisconsin,Williams Arena,W 78-71
1983,1982-83 Men's Basketball,03/03/1983,TBD,Home,Michigan State,Williams Arena,L 67-79
1983,1982-83 Men's Basketball,03/05/1983,TBD,Home,Michigan,Williams Arena,W 88-75
1981,1981-82 Men's Basketball,11/30/1981,TBD,Home,San Francisco State,Williams Arena,W 88-69
1981,1981-82 Men's Basketball,12/02/1981,TBD,Home,Dayton,Williams Arena,W 90-74
1981,1981-82 Men's Basketball,12/08/1981,TBD,Home,Drake,Williams Arena,W 80-55
1981,1981-82 Men's Basketball,12/28/1981,TBD,Home,Army,Williams Arena,W 79-37
1981,1981-82 Men's Basketball,12/29/1981,TBD,Home,Arizona,Williams Arena,W 91-62
1982,1981-82 Men's Basketball,01/02/1982,TBD,Home,Long Beach State,Williams Arena,W 75-67
1982,1981-82 Men's Basketball,01/14/1982,TBD,Home,Iowa,Williams Arena,W 61-56
1982,1981-82 Men's Basketball,01/16/1982,TBD,Home,Michigan,Williams Arena,W 67-58
1982,1981-82 Men's Basketball,01/23/1982,TBD,Home,Illinois,Williams Arena,L 57-64
1982,1981-82 Men's Basketball,02/04/1982,TBD,Home,Purdue,Williams Arena,W 73-50
1982,1981-82 Men's Basketball,02/06/1982,TBD,Home,Indiana,Williams Arena,L 55-58
1982,1981-82 Men's Basketball,02/11/1982,TBD,Home,Wisconsin,Williams Arena,W 71-60
1982,1981-82 Men's Basketball,02/18/1982,TBD,Home,Northwestern,Williams Arena,W 76-66
1982,1981-82 Men's Basketball,03/04/1982,TBD,Home,Michigan State,Williams Arena,W 54-51
1982,1981-82 Men's Basketball,03/06/1982,TBD,Home,Ohio State,Williams Arena,W 87-75
1980,1980-81 Men's Basketball,11/29/1980,TBD,Home,NDSU,Williams Arena,W 99-64
1980,1980-81 Men's Basketball,12/02/1980,TBD,Home,Florida State,Williams Arena,W 79-66
1980,1980-81 Men's Basketball,12/05/1980,TBD,Home,Loyola-Chicago,Williams Arena,W 100-83
1980,1980-81 Men's Basketball,12/17/1980,TBD,Home,Marquette,Williams Arena,L 84-92
1980,1980-81 Men's Basketball,12/26/1980,TBD,Home,Yale,Williams Arena,W 95-54
1980,1980-81 Men's Basketball,12/27/1980,TBD,Home,Texas Tech,Williams Arena,W 72-56
1981,1980-81 Men's Basketball,01/08/1981,TBD,Home,Wisconsin,Williams Arena,W 76-60
1981,1980-81 Men's Basketball,01/10/1981,TBD,Home,Michigan,Williams Arena,L 67-68
1981,1980-81 Men's Basketball,01/22/1981,TBD,Home,Ohio State,Williams Arena,L 63-76
1981,1980-81 Men's Basketball,01/29/1981,TBD,Home,Indiana,Williams Arena,L 53-56
1981,1980-81 Men's Basketball,01/31/1981,TBD,Home,Northwestern,Williams Arena,W 74-63
1981,1980-81 Men's Basketball,02/12/1981,TBD,Home,Iowa,Williams Arena,L 58-60
1981,1980-81 Men's Basketball,02/14/1981,TBD,Home,Purdue,Williams Arena,W 92-72
1981,1980-81 Men's Basketball,02/26/1981,TBD,Home,Illinois,Williams Arena,W 76-59
1981,1980-81 Men's Basketball,02/28/1981,TBD,Home,Michigan State,Williams Arena,W 92-89
1981,1980-81 Men's Basketball,03/11/1981,TBD,Home,Drake,Williams Arena,W 90-77
1981,1980-81 Men's Basketball,03/19/1981,TBD,Home,West Virginia,Williams Arena,L 69-80
1979,1979-80 Men's Basketball,11/30/1979,TBD,Home,Eastern Michigan,Williams Arena,W 77-56
1979,1979-80 Men's Basketball,12/03/1979,TBD,Home,Fresno State,Williams Arena,W 65-49
1979,1979-80 Men's Basketball,12/05/1979,TBD,Home,North Dakota,Williams Arena,W 87-60
1979,1979-80 Men's Basketball,12/15/1979,TBD,Home,Nebraska,Williams Arena,W 75-58
1979,1979-80 Men's Basketball,12/22/1979,TBD,Home,Kansas State,Williams Arena,W 78-61
1979,1979-80 Men's Basketball,12/28/1979,TBD,Home,Rutgers,Williams Arena,W 98-59
1979,1979-80 Men's Basketball,12/29/1979,TBD,Home,Texas A&M,Williams Arena,W 69-63
1980,1979-80 Men's Basketball,01/10/1980,TBD,Home,Wisconsin,Williams Arena,W 82-76
1980,1979-80 Men's Basketball,01/12/1980,TBD,Home,Illinois,Williams Arena,W 79-75
1980,1979-80 Men's Basketball,01/19/1980,TBD,Home,Purdue,Williams Arena,W 67-61
1980,1979-80 Men's Basketball,01/24/1980,TBD,Home,Indiana,Williams Arena,W 55-47
1980,1979-80 Men's Basketball,02/02/1980,TBD,Home,Iowa,Williams Arena,L 63-74
1980,1979-80 Men's Basketball,02/09/1980,TBD,Home,Northwestern,Williams Arena,W 72-55
1980,1979-80 Men's Basketball,02/14/1980,TBD,Home,Ohio State,Williams Arena,W 74-70
1980,1979-80 Men's Basketball,02/28/1980,TBD,Home,Michigan State,Williams Arena,W 87-73
1980,1979-80 Men's Basketball,03/01/1980,TBD,Home,Michigan,Williams Arena,W 68-67
1980,1979-80 Men's Basketball,03/05/1980,TBD,Home,Bowling Green,Williams Arena,W 64-50
1980,1979-80 Men's Basketball,03/10/1980,TBD,Home,Mississippi,Williams Arena,W 58-56
1980,1979-80 Men's Basketball,03/13/1980,TBD,Home,SW Louisiana,Williams Arena,W 94-73
1978,1978-79 Men's Basketball,11/25/1978,TBD,Home,Idaho,Williams Arena,W 72-57
1978,1978-79 Men's Basketball,12/02/1978,TBD,Home,Loyola (Chicago),Williams Arena,W 95-90
1978,1978-79 Men's Basketball,12/20/1978,TBD,Home,South Florida,Williams Arena,W 69-54
1978,1978-79 Men's Basketball,12/23/1978,TBD,Home,South Carolina,Williams Arena,L 53-57
1979,1978-79 Men's Basketball,01/11/1979,TBD,Home,Indiana,Williams Arena,W 80-63
1979,1978-79 Men's Basketball,01/13/1979,TBD,Home,Northwestern,Williams Arena,W 60-58
1979,1978-79 Men's Basketball,01/20/1979,TBD,Home,Wisconsin,Williams Arena,W 82-72
1979,1978-79 Men's Basketball,01/25/1979,TBD,Home,Purdue,Williams Arena,L 61-64
1979,1978-79 Men's Basketball,02/03/1979,TBD,Home,Iowa,Williams Arena,L 71-97
1979,1978-79 Men's Basketball,02/10/1979,TBD,Home,Illinois,Williams Arena,L 57-59
1979,1978-79 Men's Basketball,02/15/1979,TBD,Home,Ohio State,Williams Arena,L 68-74
1979,1978-79 Men's Basketball,03/01/1979,TBD,Home,Michigan State,Williams Arena,L 63-76
1979,1978-79 Men's Basketball,03/03/1979,TBD,Home,Michigan,Williams Arena,W 78-69
1977,1977-78 Men's Basketball,11/28/1977,TBD,Home,Eastern Kentucky,Williams Arena,W 61-59
1977,1977-78 Men's Basketball,12/06/1977,TBD,Home,Marquette,Williams Arena,L 44-61
1977,1977-78 Men's Basketball,12/19/1977,TBD,Home,Nebraska,Williams Arena,L 49-63
1978,1977-78 Men's Basketball,01/12/1978,TBD,Home,Indiana,Williams Arena,W 75-62
1978,1977-78 Men's Basketball,01/14/1978,TBD,Home,Ohio State,Williams Arena,W 72-47
1978,1977-78 Men's Basketball,01/19/1978,TBD,Home,Illinois,Williams Arena,W 70-66
1978,1977-78 Men's Basketball,02/02/1978,TBD,Home,Iowa,Williams Arena,W 82-71
1978,1977-78 Men's Basketball,02/04/1978,TBD,Home,Northwestern,Williams Arena,W 80-69
1978,1977-78 Men's Basketball,02/09/1978,TBD,Home,Wisconsin,Williams Arena,W 64-55
1978,1977-78 Men's Basketball,02/18/1978,TBD,Home,Purdue,Williams Arena,W 79-72
1978,1977-78 Men's Basketball,02/19/1978,TBD,Home,Louisville,Williams Arena,W 72-71
1978,1977-78 Men's Basketball,03/02/1978,TBD,Home,Michigan,Williams Arena,W 84-78
1978,1977-78 Men's Basketball,03/04/1978,TBD,Home,Michigan State,Williams Arena,L 70-71
1976,1976-77 Men's Basketball,11/27/1976,TBD,Home,NDSU,Williams Arena,W 101-68
1976,1976-77 Men's Basketball,12/06/1976,TBD,Home,Northern Michigan,Williams Arena,W 96-50
1976,1976-77 Men's Basketball,12/18/1976,TBD,Home,Vermont,Williams Arena,W 96-61
1976,1976-77 Men's Basketball,12/23/1976,TBD,Home,Kansas State,Williams Arena,W 62-60
1977,1976-77 Men's Basketball,01/08/1977,TBD,Home,Iowa,Williams Arena,W 78-68
1977,1976-77 Men's Basketball,01/22/1977,TBD,Home,Wisconsin,Williams Arena,W 82-64
1977,1976-77 Men's Basketball,01/24/1977,TBD,Home,Michigan State,Williams Arena,W 75-70
1977,1976-77 Men's Basketball,02/05/1977,TBD,Home,Northwestern,Williams Arena,W 79-53
1977,1976-77 Men's Basketball,02/07/1977,TBD,Home,Michigan,Williams Arena,L 80-86
1977,1976-77 Men's Basketball,02/10/1977,TBD,Home,Ohio State,Williams Arena,W 91-65
1977,1976-77 Men's Basketball,02/15/1977,TBD,Home,Indiana,Williams Arena,W 65-61
1977,1976-77 Men's Basketball,02/24/1977,TBD,Home,Purdue,Williams Arena,W 84-78
1977,1976-77 Men's Basketball,02/26/1977,TBD,Home,Illinois,Williams Arena,W 72-70
1975,1975-76 Men's Basketball,11/29/1975,TBD,Home,South Dakota State,Williams Arena,W 96-74
1975,1975-76 Men's Basketball,12/06/1975,TBD,Home,North Dakota,Williams Arena,W 74-60
1975,1975-76 Men's Basketball,12/09/1975,TBD,Home,Loyola (Chicago),Williams Arena,W 68-55
1975,1975-76 Men's Basketball,12/18/1975,TBD,Home,Marquette,Williams Arena,W 77-73
1976,1975-76 Men's Basketball,01/03/1976,TBD,Home,Purdue,Williams Arena,L 110-111
1976,1975-76 Men's Basketball,01/08/1976,TBD,Home,Illinois,Williams Arena,W 77-68
1976,1975-76 Men's Basketball,01/10/1976,TBD,Home,Iowa,Williams Arena,L 68-71
1976,1975-76 Men's Basketball,01/24/1976,TBD,Home,Indiana,Williams Arena,L 76-85
1976,1975-76 Men's Basketball,01/26/1976,TBD,Home,Ohio State,Williams Arena,W 82-69
1976,1975-76 Men's Basketball,02/14/1976,TBD,Home,Northwestern,Williams Arena,L 69-75
1976,1975-76 Men's Basketball,02/16/1976,TBD,Home,Wisconsin,Williams Arena,W 98-74
1976,1975-76 Men's Basketball,02/28/1976,TBD,Home,Michigan State,Williams Arena,W 71-61
1976,1975-76 Men's Basketball,03/01/1976,TBD,Home,Michigan,Williams Arena,W 81-79
1974,1974-75 Men's Basketball,11/30/1974,TBD,Home,NDSU,Williams Arena,W 80-47
1974,1974-75 Men's Basketball,12/03/1974,TBD,Home,Montana State,Williams Arena,W 78-58
1974,1974-75 Men's Basketball,12/14/1974,TBD,Home,Northern Illinois,Williams Arena,W 63-57
1974,1974-75 Men's Basketball,12/16/1974,TBD,Home,Stanford,Williams Arena,W 53-52
1975,1974-75 Men's Basketball,01/04/1975,TBD,Home,Purdue,Williams Arena,W 54-51
1975,1974-75 Men's Basketball,01/06/1975,TBD,Home,Illinois,Williams Arena,W 75-47
1975,1974-75 Men's Basketball,01/18/1975,TBD,Home,Michigan State,Williams Arena,W 82-71
1975,1974-75 Men's Basketball,01/20/1975,TBD,Home,Michigan,Williams Arena,W 67-58
1975,1974-75 Men's Basketball,02/08/1975,TBD,Home,Ohio State,Williams Arena,W 62-53
1975,1974-75 Men's Basketball,02/10/1975,TBD,Home,Indiana,Williams Arena,L 54-69
1975,1974-75 Men's Basketball,02/22/1975,TBD,Home,Iowa,Williams Arena,W 68-67
1975,1974-75 Men's Basketball,03/01/1975,TBD,Home,Northwestern,Williams Arena,W 66-58
1975,1974-75 Men's Basketball,03/03/1975,TBD,Home,Wisconsin,Williams Arena,W 65-58
1973,1973-74 Men's Basketball,12/01/1973,TBD,Home,UC Davis,Williams Arena,W 55-45
1973,1973-74 Men's Basketball,12/04/1973,TBD,Home,Furman,Williams Arena,W 49-47
1973,1973-74 Men's Basketball,12/13/1973,TBD,Home,Loyola (Chicago),Williams Arena,W 58-54
1974,1973-74 Men's Basketball,01/02/1974,TBD,Home,Northern Michigan,Williams Arena,W 82-59
1974,1973-74 Men's Basketball,01/08/1974,TBD,Home,Detroit,Williams Arena,L 52-54
1974,1973-74 Men's Basketball,01/12/1974,TBD,Home,Michigan,Williams Arena,L 65-66
1974,1973-74 Men's Basketball,01/26/1974,TBD,Home,Michigan State,Williams Arena,L 66-67
1974,1973-74 Men's Basketball,02/02/1974,TBD,Home,Wisconsin,Williams Arena,W 64-63
1974,1973-74 Men's Basketball,02/04/1974,TBD,Home,Ohio State,Williams Arena,W 56-51
1974,1973-74 Men's Basketball,02/11/1974,TBD,Home,Illinois,Williams Arena,W 80-61
1974,1973-74 Men's Basketball,02/23/1974,TBD,Home,Indiana,Williams Arena,L 55-73
1974,1973-74 Men's Basketball,03/09/1974,TBD,Home,Iowa,Williams Arena,L 50-60
1972,1972-73 Men's Basketball,11/25/1972,TBD,Home,UC Irvine,Williams Arena,W 93-71
1972,1972-73 Men's Basketball,12/02/1972,TBD,Home,Western Illinois,Williams Arena,W 111-66
1972,1972-73 Men's Basketball,12/04/1972,TBD,Home,Wisconsin-Milwaukee,Williams Arena,W 79-60
1972,1972-73 Men's Basketball,12/19/1972,TBD,Home,San Francisco State,Williams Arena,W 78-38
1972,1972-73 Men's Basketball,12/21/1972,TBD,Home,Corpus Christi,Williams Arena,W 67-53
1973,1972-73 Men's Basketball,01/13/1973,TBD,Home,Wisconsin,Williams Arena,W 78-54
1973,1972-73 Men's Basketball,01/16/1973,TBD,Home,Marquette,Williams Arena,W 64-53
1973,1972-73 Men's Basketball,01/27/1973,TBD,Home,Michigan State,Williams Arena,W 93-77
1973,1972-73 Men's Basketball,02/03/1973,TBD,Home,Purdue,Williams Arena,W 70-53
1973,1972-73 Men's Basketball,02/17/1973,TBD,Home,Indiana,Williams Arena,W 82-75
1973,1972-73 Men's Basketball,02/24/1973,TBD,Home,Michigan,Williams Arena,W 98-80
1973,1972-73 Men's Basketball,02/26/1973,TBD,Home,Northwestern,Williams Arena,W 90-74
1973,1972-73 Men's Basketball,03/05/1973,TBD,Home,Iowa,Williams Arena,L 77-79
1971,1971-72 Men's Basketball,12/01/1971,TBD,Home,North Dakota,Williams Arena,W 68-49
1971,1971-72 Men's Basketball,12/09/1971,TBD,Home,Butler,Williams Arena,W 77-56
1971,1971-72 Men's Basketball,12/23/1971,TBD,Home,Drake,Williams Arena,W 70-56
1972,1971-72 Men's Basketball,01/04/1972,TBD,Home,Loyola (Chicago),Williams Arena,W 84-59
1972,1971-72 Men's Basketball,01/08/1972,TBD,Home,Indiana,Williams Arena,W 52-51
1972,1971-72 Men's Basketball,01/15/1972,TBD,Home,Northwestern,Williams Arena,W 84-60
1972,1971-72 Men's Basketball,01/25/1972,TBD,Home,Ohio State,Williams Arena,L 44-50
1972,1971-72 Men's Basketball,02/05/1972,TBD,Home,Iowa,Williams Arena,W 53-52
1972,1971-72 Men's Basketball,02/19/1972,TBD,Home,Wisconsin,Williams Arena,W 76-73
1972,1971-72 Men's Basketball,02/29/1972,TBD,Home,Purdue,Williams Arena,W 48-43
1972,1971-72 Men's Basketball,03/04/1972,TBD,Home,Illinois,Williams Arena,W 91-62
1970,1970-71 Men's Basketball,12/01/1970,TBD,Home,North Dakota,Williams Arena,W 85-61
1970,1970-71 Men's Basketball,12/05/1970,TBD,Home,Iowa State,Williams Arena,W 86-69
1970,1970-71 Men's Basketball,12/08/1970,TBD,Home,Marquette,Williams Arena,L 61-70
1970,1970-71 Men's Basketball,12/21/1970,TBD,Home,Bradley,Williams Arena,W 95-89
1971,1970-71 Men's Basketball,01/05/1971,TBD,Home,Niagara,Williams Arena,W 92-87
1971,1970-71 Men's Basketball,01/09/1971,TBD,Home,Purdue,Williams Arena,L 76-83
1971,1970-71 Men's Basketball,01/23/1971,TBD,Home,Ohio State,Williams Arena,L 66-68
1971,1970-71 Men's Basketball,01/30/1971,TBD,Home,Michigan,Williams Arena,L 79-97
1971,1970-71 Men's Basketball,02/13/1971,TBD,Home,Michigan State,Williams Arena,W 97-86
1971,1970-71 Men's Basketball,02/16/1971,TBD,Home,Iowa,Williams Arena,W 88-76
1971,1970-71 Men's Basketball,02/27/1971,TBD,Home,Illinois,Williams Arena,W 80-64
1971,1970-71 Men's Basketball,03/06/1971,TBD,Home,Wisconsin,Williams Arena,W 104-98
1969,1969-70 Men's Basketball,12/01/1969,TBD,Home,Notre Dame,Williams Arena,L 75-84
1969,1969-70 Men's Basketball,12/06/1969,TBD,Home,UCLA,Williams Arena,L 71-72
1969,1969-70 Men's Basketball,12/20/1969,TBD,Home,Drake,Williams Arena,W 79-76
1969,1969-70 Men's Basketball,12/23/1969,TBD,Home,San Diego State,Williams Arena,W 79-68
1970,1969-70 Men's Basketball,01/04/1970,TBD,Home,Indiana,Williams Arena,W 77-65
1970,1969-70 Men's Basketball,01/17/1970,TBD,Home,Michigan State,Williams Arena,W 85-78
1970,1969-70 Men's Basketball,01/24/1970,TBD,Home,Ohio State,Williams Arena,W 77-76
1970,1969-70 Men's Basketball,01/26/1970,TBD,Home,Loyola (Chicago),Williams Arena,W 85-73
1970,1969-70 Men's Basketball,02/07/1970,TBD,Home,Illinois,Williams Arena,W 82-72
1970,1969-70 Men's Basketball,02/14/1970,TBD,Home,Northwestern,Williams Arena,W 80-72
1970,1969-70 Men's Basketball,02/24/1970,TBD,Home,Purdue,Williams Arena,L 94-108
1970,1969-70 Men's Basketball,03/03/1970,TBD,Home,Michigan,Williams Arena,W 93-82
1968,1968-69 Men's Basketball,11/30/1968,TBD,Home,Iowa State,Williams Arena,L 48-57
1968,1968-69 Men's Basketball,12/03/1968,TBD,Home,Marquette,Williams Arena,W 75-73
1968,1968-69 Men's Basketball,12/17/1968,TBD,Home,North Dakota,Williams Arena,W 77-64
1968,1968-69 Men's Basketball,12/20/1968,TBD,Home,UCLA,Williams Arena,L 51-90
1968,1968-69 Men's Basketball,12/30/1968,TBD,Home,Detroit,Williams Arena,W 85-80
1969,1968-69 Men's Basketball,01/11/1969,TBD,Home,Michigan,Williams Arena,W 94-67
1969,1968-69 Men's Basketball,01/25/1969,TBD,Home,Purdue,Williams Arena,L 68-89
